Id,Price
725,168914.76301116298
15856,225536.79585643002
5480,211270.39080298037
15664,357244.2135263798
14275,143489.25067191722
7633,202253.3961532047
13329,160127.74316061585
5502,228499.74468158133
4220,287790.76901470317
11538,210175.34563223086
15975,270143.1819173568
3310,216495.74954835672
9286,145223.0034893182
11260,171097.55806046963
5214,98400.71709852219
11307,183239.3346665204
13543,376991.68018889026
615,171206.5165758017
3495,230264.13055046435
2321,236982.3963292133
12046,190369.77694176746
16688,143330.98578987413
12694,238280.7855648495
783,161087.004848733
8968,171810.67036479068
13454,176407.18417229693
12190,290276.0962483479
11160,118781.68482464211
10291,201994.1844800096
891,282332.08744868805
2982,178923.04682163763
3818,260314.46861535008
2449,190902.42595192333
8317,163100.3241594782
4922,179177.2242912911
1257,250965.3812080211
9348,222582.43193000124
4176,172663.05225457114
10704,169566.3747464716
6624,119054.66980824173
5428,192125.0615317589
12749,175103.924432452
8994,156031.15156551354
11513,140110.1375134601
3047,170978.44964903
9519,219607.379668818
12309,246507.21294095446
14081,267864.5005979167
8334,252636.51025564194
6343,184014.4138423662
14788,140711.99858657608
15748,418622.1955837708
153,225466.52033287397
14149,187212.4210917728
269,202029.97098737227
5452,119841.59396758671
721,149513.42299699195
5079,349850.0159706587
2831,121873.99291026093
10614,118259.30347986803
10131,280447.49561470037
9996,294779.4414858234
3061,196871.18685838967
11733,315341.65028187784
3726,284519.00297479867
10929,216569.5121794634
9011,411052.893396212
16182,261925.61686786506
4976,181522.97969476107
9897,254881.68962762118
1872,178040.00825536103
9205,411268.32405682624
5403,405103.0279394346
14074,208281.63297415365
6268,150345.99597096932
14232,171187.52621990893
8532,236302.35978834715
7034,314550.57540637575
6553,513255.1544757185
3133,176329.30789765372
8596,206474.85454768917
12389,246898.17134183354
14462,175722.31040374187
8860,380945.48300377786
8377,301589.2754512871
6367,316678.2131176803
6917,253565.76833923734
4216,194046.32394101247
5806,162384.96560328273
5438,186073.80255208127
6632,191911.0185477644
2650,152574.27281022785
5396,196926.59844252848
4044,145239.9795596963
1345,219186.05111829762
856,170192.6891108383
12791,270600.8661454254
12499,213327.12174339496
12249,129354.12095860572
14641,142871.6741226368
1919,178377.09999807357
7848,183894.17110851736
10749,180800.28809784164
15554,186916.03303577696
15834,196425.57687957905
1355,129294.91062938713
15451,165710.81745576192
12401,214181.77625305508
10290,164615.86526813166
9462,120656.7918378968
3103,244672.92185000866
3420,133248.39171163912
12262,239725.11654847697
5032,138563.34674910255
8949,308790.6016451468
15567,221962.85117996047
16389,162538.57772785475
7809,86004.41345099002
8990,151100.46328989818
16089,236875.52011982288
12743,98527.95236409447
5132,117577.38761727932
1619,259760.92111613796
2428,88870.61968936985
16741,166140.27414529602
13193,231501.27027204033
12588,492202.12067324127
5067,168138.84068506912
14685,124868.5107654083
2292,177333.27081027097
5746,118572.41208110549
12578,151267.7001265385
14834,182231.3682800969
2147,170347.34751204972
8222,132939.56242585235
10419,276753.274649444
11492,218714.05453580487
3006,212938.92959353837
8761,202788.5144209911
15371,300415.8448627199
16367,159543.09312850956
6317,271239.22040631063
10878,258938.61959510128
3895,158140.70556372072
8041,210309.17642918706
13428,468375.46181967616
14669,164375.04961100785
1006,185491.78358645795
12271,181063.97397159462
3764,432643.34240230115
7675,193866.54062322475
11709,280638.40152252035
8629,145705.79516293274
1105,488839.34379423456
6096,187987.9701493413
11727,211715.4889834171
5157,199105.3279132087
3679,153088.92802718727
1755,133660.93265280497
7391,183874.39323066524
7425,99657.4400723348
6882,431994.08018320636
10752,389223.759897491
7472,198999.8465166343
14320,101850.09166144591
9596,163468.99586644577
5317,215249.1933046947
7378,90196.68658557357
16154,185214.40029912806
3464,206909.51017032712
4197,241096.30796388566
9477,116083.64503628669
12705,188809.45410777593
16426,218369.64414617643
1481,68350.59105926388
9946,269459.2939912252
12025,222353.33124969425
5341,234136.0695440691
9923,279340.13155702443
7953,277944.6174176818
11066,275602.1111276945
5037,166125.4271895307
2509,193489.7805354166
4937,325036.4798468313
12089,367887.77453958645
4964,170206.14586302693
16500,271976.5899104966
4625,150970.60519419116
2363,421372.5425819146
8148,182750.0498062473
3804,192330.02825472492
4584,153998.14030301129
10694,108056.03287870521
2691,174556.86154703997
2983,235949.23383020566
13563,432496.66434018774
10747,217610.92860113125
1721,203287.59860229376
2789,266165.95730463153
7214,261617.80730187485
8659,201266.14878454932
5107,306940.50971501914
3843,230978.72294130173
14610,388668.9135626872
15505,166313.09872002935
5060,279187.29984097835
16055,236077.4663887446
14963,209879.58285353653
4118,151593.80054847998
1672,191403.15619389233
3209,171708.84862623652
16515,139667.6394121608
973,171315.31940339957
12529,184818.2775275196
5896,117283.68012998813
5450,291356.8453089535
3249,162114.00865652575
8911,181865.7687866906
5898,240840.62126200568
1024,178529.27856072682
4766,205232.57673639207
15804,182665.8358912634
14303,217312.27782129508
10707,192029.80039865148
6605,207393.78515937255
1138,338980.0198869857
14088,452699.3002723122
9154,183616.5787109373
8190,196134.35943314602
398,285151.4924482753
13302,232340.07157485
9696,155492.6441935813
16786,125995.04887006343
16230,223564.62758533738
6552,183576.88639243974
923,212061.3946040807
9602,332412.2725423963
5857,275294.24964060495
8120,172435.39604406024
7134,189242.48053446758
11726,171825.36066971836
8069,114724.65152734205
12420,171614.81093206894
8604,171147.38320129085
4854,307692.5669492002
12212,197906.16713903722
12099,352017.18709146505
3882,438703.9426702676
6995,299392.3560528218
10172,237115.16207261392
11672,320529.58514216245
12897,288236.81564412976
16097,173482.42364943324
6779,296194.19515881146
11199,194536.4758556824
10816,419485.62607155653
143,405653.5793353719
5399,274907.2268785624
3286,153147.67029113308
13706,201960.77058644404
1935,422175.45144716697
16000,191077.16023060028
2860,224142.15549105217
11407,181864.0379893898
16378,284609.2105184726
12278,185367.55375518973
3842,177372.86492336856
2692,330467.46761146566
7699,195900.1951696396
6825,281378.1247991306
7268,295921.16980475764
1477,396921.35381374677
9887,192073.50282874916
9436,178340.74508710223
3179,228836.79709060316
1350,461473.334785482
10643,204026.79866223037
5793,222311.5538059037
11494,488444.30939011485
4206,176291.86618926213
12419,251526.86371571434
8530,236530.42747349758
5985,133441.89208270583
8908,212029.79243228017
256,123213.03500726246
7234,178013.9350183071
5648,230564.0221626496
3014,233203.88072920076
2184,196070.95028656637
9189,255994.09016211517
14884,191893.90684052717
10333,169118.18858359312
15896,134983.8841044216
13269,142297.27489516197
8603,235313.4715096325
15087,185112.3714051864
4344,201543.38750997355
7981,68683.11902820869
10908,241348.77273869904
6190,164574.3675482117
11742,209369.7290848867
9224,146492.595279476
14667,216586.91416991566
458,182525.4214982308
2464,323326.47928158543
12320,233800.4130788572
278,217605.3702607497
2912,227784.72341428683
6698,226300.97298762214
4510,119839.73122301616
4183,180186.12728520282
5551,231890.2612041538
12187,182209.88632730127
7948,220601.68609519437
10808,197392.7530833323
12432,193855.89592683956
5356,174581.94630996775
8984,478634.2516383414
9203,182190.85074672068
15412,83623.56153501297
12041,130581.21096478861
7644,259655.4098448205
7071,197282.03059722346
10685,174088.83669913004
6763,178894.17238250704
940,147258.70731142716
14959,202230.84130316242
1338,146862.1171314101
5351,139328.6689915388
6524,192015.00142046352
12516,160476.5406013776
3288,300980.08227863547
3146,228515.88978794945
3954,179903.91198994487
11955,160992.52046324062
1211,218636.03384347484
15668,199026.22872408916
1320,84164.11270549656
9108,168980.79903171287
16482,207866.37144298348
5017,144865.7510992335
8290,205704.60857693537
4304,414412.7670170253
1930,197089.34904727776
12530,175133.8430968685
11295,341331.8117228427
3002,146442.75733065477
15483,163673.221550452
11525,188487.75460600428
13978,138253.47737557025
4885,142782.80851713548
8325,162218.66372457833
3630,119893.42723448054
9165,186043.13776273106
13945,230924.16106392327
10663,203456.14019578413
14803,178710.70669912698
7621,183302.3036818442
8205,233123.3327232851
10387,207916.27757658888
5457,146212.8869596709
10234,365585.79618189455
6251,168959.92467971655
701,259287.57098799557
7930,178163.97650025133
15028,142647.60979137797
12172,66351.8399753485
5805,175189.94859311264
7411,268840.1698414031
14806,184421.34603141705
7890,156583.08132131497
10440,159821.66791593103
14926,166491.98158009193
5381,154780.03448307217
3800,417110.62457614375
10511,210596.38595049075
9324,248757.32386554268
3313,220072.1536396675
7351,151415.189324281
8459,178314.78535400852
9957,120811.26975760661
12024,179278.21728129179
4380,242422.31280519205
5042,164435.84341959795
13289,154432.07685339515
